"date","location","word","value"
2020-08-21,"Michigan","top",2
2020-08-21,"Michigan","stop",-1
2020-08-21,"Michigan","dead",-3
2020-08-26,"Michigan","supporting",1
2020-08-26,"Michigan","passive",-1
2020-08-26,"Michigan","hell",-4
2020-08-26,"Michigan","fight",-1
2020-08-26,"Michigan","fakes",-3
2020-09-01,"Michigan","criminals",-3
2020-09-01,"Michigan","criminal",-3
2020-09-01,"Michigan","funny",4
2020-09-01,"Michigan","joke",2
2020-09-01,"Michigan","shit",-4
2020-09-09,"Michigan","won",3
2020-09-09,"Michigan","contagious",-1
2020-09-09,"Michigan","safe",1
2020-09-09,"Michigan","contagious",-1
2020-09-09,"Michigan","infected",-2
2020-09-09,"Michigan","stop",-1
2020-09-09,"Michigan","loser",-3
2020-09-13,"Michigan","positive",2
2020-09-15,"Michigan","death",-2
2020-09-15,"Michigan","kill",-3
2020-09-15,"Michigan","arrested",-3
2020-09-15,"Michigan","threatening",-2
2020-09-16,"Michigan","alarm",-2
2020-09-21,"Michigan","won",3
2020-09-21,"Michigan","risk",-2
2020-09-21,"Michigan","intelligent",2
2020-09-21,"Michigan","confidence",2
2020-09-21,"Michigan","united",1
2020-09-21,"Michigan","accepts",1
2020-09-21,"Michigan","confidence",2
2020-09-21,"Michigan","united",1
2020-09-21,"Michigan","blame",-2
2020-09-21,"Michigan","bad",-3
2020-09-28,"Michigan","stupid",-2
2020-09-28,"Michigan","yeah",1
2020-09-28,"Michigan","asshole",-4
2020-09-28,"Michigan","sick",-2
2020-09-28,"Michigan","fucking",-4
2020-09-29,"Michigan","stopped",-1
2020-09-29,"Michigan","spirit",1
2020-10-01,"Michigan","damn",-4
2020-10-06,"Michigan","dead",-3
2020-10-06,"Michigan","incompetent",-2
2020-10-06,"Michigan","dickhead",-4
2020-10-07,"Michigan","top",2
2020-10-07,"Michigan","poor",-2
2020-10-07,"Michigan","ass",-4
2020-10-07,"Michigan","shit",-4
2020-10-07,"Michigan","sucks",-3
2020-10-07,"Michigan","won",3
2020-10-07,"Michigan","forget",-1
2020-10-07,"Michigan","bother",-2
2020-10-07,"Michigan","useless",-2
2020-10-08,"Michigan","lost",-3
2020-10-08,"Michigan","death",-2
2020-10-08,"Michigan","lost",-3
2020-10-08,"Michigan","tumor",-2
2020-10-08,"Michigan","lost",-3
2020-10-08,"Michigan","death",-2
2020-10-08,"Michigan","lost",-3
2020-10-08,"Michigan","tumor",-2
2020-10-09,"Michigan","win",4
2020-10-09,"Michigan","wins",4
2020-10-09,"Michigan","protected",1
2020-10-09,"Michigan","joke",2
2020-10-13,"Michigan","hope",2
2020-02-25,"Minnesota","sucks",-3
2020-02-25,"Minnesota","loser",-3
2020-03-05,"Minnesota","god",1
2020-03-05,"Minnesota","encourage",2
2020-03-05,"Minnesota","asshole",-4
2020-03-16,"Minnesota","united",1
2020-03-16,"Minnesota","care",2
2020-03-16,"Minnesota","reached",1
2020-03-17,"Minnesota","wow",4
2020-03-17,"Minnesota","joke",2
2020-03-17,"Minnesota","sad",-2
2020-03-17,"Minnesota","stupid",-2
2020-03-17,"Minnesota","blame",-2
2020-03-17,"Minnesota","stopping",-1
2020-03-18,"Minnesota","discord",-2
2020-03-18,"Minnesota","nonsense",-2
2020-03-18,"Minnesota","fine",2
2020-03-18,"Minnesota","discord",-2
2020-03-18,"Minnesota","nonsense",-2
2020-03-18,"Minnesota","fine",2
2020-03-20,"Minnesota","jackass",-4
2020-03-20,"Minnesota","hell",-4
2020-03-20,"Minnesota","idiotic",-3
2020-03-25,"Minnesota","amazing",4
2020-03-25,"Minnesota","flu",-2
2020-03-25,"Minnesota","attack",-1
2020-03-25,"Minnesota","stupid",-2
2020-03-27,"Minnesota","pay",-1
2020-03-28,"Minnesota","hard",-1
2020-03-28,"Minnesota","protect",1
2020-03-28,"Minnesota","hugs",2
2020-03-28,"Minnesota","miss",-2
2020-04-15,"Minnesota","care",2
2020-04-30,"Minnesota","helpful",2
2020-05-05,"Minnesota","laughing",1
2020-05-05,"Minnesota","affected",-1
2020-05-05,"Minnesota","bad",-3
2020-05-05,"Minnesota","compassionate",2
2020-05-05,"Minnesota","reach",1
2020-05-05,"Minnesota","disaster",-2
2020-05-05,"Minnesota","reached",1
2020-05-05,"Minnesota","flu",-2
2020-05-05,"Minnesota","died",-3
2020-05-05,"Minnesota","cancer",-1
2020-05-05,"Minnesota","wonderful",4
2020-05-05,"Minnesota","flu",-2
2020-05-05,"Minnesota","hoping",2
2020-05-05,"Minnesota","ghost",-1
2020-05-13,"Minnesota","die",-3
2020-05-16,"Minnesota","unclear",-1
2020-05-28,"Minnesota","saved",2
2020-05-29,"Minnesota","fake",-3
2020-05-29,"Minnesota","forget",-1
2020-05-29,"Minnesota","unemployment",-2
2020-05-29,"Minnesota","broke",-1
2020-05-29,"Minnesota","blind",-1
2020-05-29,"Minnesota","fake",-3
2020-05-29,"Minnesota","chances",2
2020-05-29,"Minnesota","winning",4
2020-05-29,"Minnesota","chances",2
2020-06-13,"Minnesota","warn",-2
2020-06-13,"Minnesota","wealthy",2
2020-06-13,"Minnesota","protect",1
2020-06-13,"Minnesota","lied",-2
2020-06-13,"Minnesota","dead",-3
2020-06-16,"Minnesota","anxiety",-2
2020-06-16,"Minnesota","limited",-1
2020-06-16,"Minnesota","success",2
2020-06-16,"Minnesota","gift",2
2020-06-16,"Minnesota","crisis",-3
2020-06-16,"Minnesota","waste",-1
2020-07-09,"Minnesota","debt",-2
2020-07-09,"Minnesota","huge",1
2020-07-09,"Minnesota","debt",-2
2020-07-13,"Minnesota","care",2
2020-07-13,"Minnesota","adventure",2
2020-07-13,"Minnesota","enjoy",2
2020-08-03,"Minnesota","misreporting",-2
2020-08-03,"Minnesota","death",-2
2020-08-25,"Minnesota","disaster",-2
2020-09-07,"Minnesota","violating",-2
2020-09-07,"Minnesota","failure",-2
2020-09-07,"Minnesota","pay",-1
2020-09-13,"Minnesota","encouraged",2
2020-09-13,"Minnesota","super",3
2020-09-20,"Minnesota","exploited",-2
2020-09-20,"Minnesota","empathetic",2
2020-09-20,"Minnesota","wtf",-4
2020-09-20,"Minnesota","sadly",-2
2020-10-09,"Minnesota","dead",-3
2020-10-09,"Minnesota","care",2
2020-10-09,"Minnesota","surviving",2
2020-03-30,"Mississippi","lmao",4
2020-06-23,"Mississippi","protect",1
2020-07-23,"Mississippi","helps",2
2020-07-23,"Mississippi","affected",-1
2020-07-23,"Mississippi","support",2
2020-08-28,"Mississippi","reach",1
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","pissed",-4
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","killing",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","misinformation",-2
2020-08-31,"Mississippi","protect",1
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","flu",-2
2020-08-31,"Mississippi","protect",1
2020-08-31,"Mississippi","won",3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","protect",1
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","flu",-2
2020-08-31,"Mississippi","fight",-1
2020-08-31,"Mississippi","fake",-3
2020-08-31,"Mississippi","damn",-4
2020-09-09,"Mississippi","charges",-2
2020-09-09,"Mississippi","charges",-2
2020-09-16,"Mississippi","joke",2
2020-10-06,"Mississippi","dumb",-3
2020-10-06,"Mississippi","bitch",-5
2020-10-17,"Mississippi","suspended",-1
2020-10-17,"Mississippi","postponed",-1
2020-10-17,"Mississippi","positive",2
2020-10-17,"Mississippi","suspended",-1
2020-10-17,"Mississippi","miss",-2
2020-10-17,"Mississippi","postponed",-1
2020-10-17,"Mississippi","postponed",-1
2020-10-17,"Mississippi","positive",2
2020-10-17,"Mississippi","positive",2
2020-02-18,"Missouri","celebrate",3
2020-02-18,"Missouri","safe",1
2020-02-18,"Missouri","fun",4
2020-02-18,"Missouri","safe",1
2020-02-18,"Missouri","celebrate",3
2020-02-18,"Missouri","safe",1
2020-02-18,"Missouri","fun",4
2020-02-18,"Missouri","safe",1
2020-02-22,"Missouri","demand",-1
2020-02-22,"Missouri","stop",-1
2020-02-22,"Missouri","top",2
2020-03-29,"Missouri","frustrated",-2
2020-03-29,"Missouri","won",3
2020-03-29,"Missouri","difficult",-1
2020-03-29,"Missouri","shame",-2
2020-04-05,"Missouri","fear",-2
2020-04-07,"Missouri","matter",1
2020-04-07,"Missouri","demanding",-1
2020-04-11,"Missouri","wins",4
2020-04-12,"Missouri","fun",4
2020-04-12,"Missouri","care",2
2020-04-14,"Missouri","free",1
2020-05-07,"Missouri","blocks",-1
2020-05-07,"Missouri","missed",-2
2020-05-07,"Missouri","harm",-2
2020-05-07,"Missouri","hurt",-2
2020-05-07,"Missouri","missed",-2
2020-05-07,"Missouri","honor",2
2020-05-07,"Missouri","glory",2
2020-05-07,"Missouri","criminal",-3
2020-05-07,"Missouri","risk",-2
2020-05-08,"Missouri","death",-2
2020-05-08,"Missouri","lowest",-1
2020-05-14,"Missouri","shame",-2
2020-05-14,"Missouri","lost",-3
2020-05-14,"Missouri","win",4
2020-05-14,"Missouri","care",2
2020-05-18,"Missouri","forced",-1
2020-05-25,"Missouri","sucks",-3
2020-05-25,"Missouri","disappear",-1
2020-05-25,"Missouri","win",4
2020-05-25,"Missouri","united",1
2020-05-25,"Missouri","wrong",-2
2020-05-25,"Missouri","cares",2
2020-05-25,"Missouri","positive",2
2020-05-25,"Missouri","stop",-1
2020-05-25,"Missouri","sad",-2
2020-05-25,"Missouri","sick",-2
2020-05-25,"Missouri","hell",-4
2020-05-25,"Missouri","won",3
2020-05-25,"Missouri","sick",-2
2020-05-25,"Missouri","proud",2
2020-05-25,"Missouri","neglect",-2
2020-05-25,"Missouri","love",3
2020-05-25,"Missouri","share",1
2020-05-25,"Missouri","sad",-2
2020-05-25,"Missouri","die",-3
2020-05-25,"Missouri","neglect",-2
2020-05-25,"Missouri","sad",-2
2020-05-25,"Missouri","hope",2
2020-05-25,"Missouri","worse",-3
2020-05-25,"Missouri","worse",-3
2020-05-29,"Missouri","thankful",2
2020-05-29,"Missouri","forget",-1
2020-05-29,"Missouri","fucking",-4
2020-05-29,"Missouri","ass",-4
2020-06-03,"Missouri","agree",1
2020-06-03,"Missouri","refusing",-2
2020-06-03,"Missouri","sadly",-2
2020-06-03,"Missouri","selfish",-3
2020-06-03,"Missouri","fools",-2
2020-06-03,"Missouri","damn",-4
2020-06-03,"Missouri","stressed",-2
2020-06-05,"Missouri","demand",-1
2020-06-23,"Missouri","lack",-2
2020-06-23,"Missouri","loss",-3
2020-06-23,"Missouri","significant",1
2020-06-23,"Missouri","impose",-1
2020-06-23,"Missouri","matters",1
2020-06-23,"Missouri","failing",-2
2020-06-23,"Missouri","crisis",-3
2020-06-23,"Missouri","crisis",-3
2020-06-23,"Missouri","promises",1
2020-06-23,"Missouri","free",1
2020-06-23,"Missouri","pay",-1
2020-06-23,"Missouri","denied",-2
2020-06-23,"Missouri","promised",1
2020-06-23,"Missouri","shoot",-1
2020-07-06,"Missouri","creative",2
2020-07-06,"Missouri","safely",1
2020-07-06,"Missouri","enjoy",2
2020-07-06,"Missouri","comfort",2
2020-07-08,"Missouri","upset",-2
2020-07-08,"Missouri","bad",-3
2020-07-08,"Missouri","straight",1
2020-07-28,"Missouri","suffering",-2
2020-07-28,"Missouri","hoax",-2
2020-07-28,"Missouri","illness",-2
2020-07-31,"Missouri","fine",2
2020-08-15,"Missouri","madness",-3
2020-08-15,"Missouri","stops",-1
2020-08-25,"Missouri","idiot",-3
2020-08-25,"Missouri","failed",-2
2020-08-25,"Missouri","killed",-3
2020-09-06,"Missouri","protest",-2
2020-10-08,"Missouri","agree",1
2020-10-08,"Missouri","helps",2
2020-10-08,"Missouri","agreement",1
2020-10-15,"Missouri","fuck",-4
2020-09-23,"Montana","hard",-1
2020-09-25,"Montana","bad",-3
2020-09-25,"Montana","agree",1
2020-09-25,"Montana","ignorant",-2
2020-02-10,"Nebraska","stop",-1
2020-02-10,"Nebraska","misinformation",-2
2020-03-11,"Nebraska","beautiful",3
2020-05-11,"Nebraska","peaceful",2
2020-05-11,"Nebraska","protest",-2
2020-07-10,"Nebraska","exaggerated",-2
2020-08-05,"Nebraska","fucking",-4
2020-08-05,"Nebraska","exhausted",-2
2020-08-05,"Nebraska","feeling",1
2020-08-26,"Nebraska","huge",1
2020-08-26,"Nebraska","benefits",2
2020-09-13,"Nebraska","funny",4
2020-09-13,"Nebraska","failed",-2
2020-09-13,"Nebraska","incompetence",-2
2020-10-12,"Nebraska","care",2
2020-10-12,"Nebraska","kill",-3
2020-02-11,"Nevada","share",1
2020-02-11,"Nevada","supporting",1
2020-02-11,"Nevada","win",4
2020-02-11,"Nevada","injured",-2
2020-02-11,"Nevada","cleared",1
2020-02-13,"Nevada","weak",-2
2020-02-13,"Nevada","die",-3
2020-02-13,"Nevada","evil",-3
2020-02-13,"Nevada","unacceptable",-2
2020-02-13,"Nevada","solemn",-1
2020-02-13,"Nevada","protect",1
2020-02-13,"Nevada","failed",-2
2020-02-14,"Nevada","kudos",3
2020-02-14,"Nevada","strong",2
2020-02-14,"Nevada","won",3
2020-02-22,"Nevada","hurt",-2
2020-02-22,"Nevada","infected",-2
2020-02-22,"Nevada","leave",-1
2020-02-22,"Nevada","care",2
2020-02-22,"Nevada","pay",-1
2020-02-24,"Nevada","attack",-1
2020-03-10,"Nevada","flu",-2
2020-03-10,"Nevada","fired",-2
2020-03-10,"Nevada","flu",-2
2020-03-10,"Nevada","death",-2
2020-03-10,"Nevada","flu",-2
2020-03-10,"Nevada","flu",-2
2020-03-16,"Nevada","poorer",-2
2020-03-16,"Nevada","rich",2
2020-03-16,"Nevada","poverty",-1
2020-03-16,"Nevada","dipshit",-3
2020-03-16,"Nevada","dead",-3
2020-03-16,"Nevada","eviction",-1
2020-03-16,"Nevada","poverty",-1
2020-03-16,"Nevada","failures",-2
2020-03-16,"Nevada","worst",-3
2020-03-16,"Nevada","eviction",-1
2020-03-16,"Nevada","worried",-3
2020-03-16,"Nevada","poorer",-2
2020-03-16,"Nevada","yeah",1
2020-03-16,"Nevada","hug",2
2020-03-16,"Nevada","fuck",-4
2020-03-26,"Nevada","pissed",-4
2020-03-26,"Nevada","bloody",-3
2020-04-14,"Nevada","fucking",-4
2020-04-14,"Nevada","worth",2
2020-04-15,"Nevada","wow",4
2020-04-15,"Nevada","wow",4
2020-04-15,"Nevada","ignorance",-2
2020-04-15,"Nevada","outstanding",5
2020-04-15,"Nevada","crap",-3
2020-04-22,"Nevada","fuck",-4
2020-04-23,"Nevada","screwed",-2
2020-04-23,"Nevada","losing",-3
2020-04-23,"Nevada","screwed",-2
2020-04-23,"Nevada","losing",-3
2020-05-01,"Nevada","shit",-4
2020-05-01,"Nevada","shit",-4
2020-05-10,"Nevada","survived",2
2020-05-10,"Nevada","cancer",-1
2020-05-10,"Nevada","panic",-3
2020-05-15,"Nevada","fuck",-4
2020-06-11,"Nevada","vulnerable",-2
2020-06-11,"Nevada","vulnerable",-2
2020-06-11,"Nevada","misinformation",-2
2020-06-11,"Nevada","stupid",-2
2020-06-11,"Nevada","win",4
2020-06-11,"Nevada","stupid",-2
2020-06-12,"Nevada","harm",-2
2020-06-12,"Nevada","damage",-3
2020-06-12,"Nevada","violence",-3
2020-06-18,"Nevada","mocking",-2
2020-07-05,"Nevada","positive",2
2020-07-05,"Nevada","cleared",1
2020-07-17,"Nevada","positive",2
2020-08-16,"Nevada","god",1
2020-08-16,"Nevada","gift",2
2020-08-16,"Nevada","support",2
2020-08-16,"Nevada","safe",1
2020-08-19,"Nevada","trusted",2
2020-08-25,"Nevada","reaching",1
2020-08-28,"Nevada","worn",-1
2020-08-28,"Nevada","effective",2
2020-08-28,"Nevada","wrong",-2
2020-09-11,"Nevada","hope",2
2020-09-11,"Nevada","worst",-3
2020-09-21,"Nevada","saved",2
2020-09-26,"Nevada","safe",1
2020-09-26,"Nevada","likes",2
2020-09-26,"Nevada","stop",-1
2020-09-27,"Nevada","straight",1
2020-09-27,"Nevada","top",2
2020-09-27,"Nevada","badly",-3
2020-10-14,"Nevada","fight",-1
2020-10-14,"Nevada","responsible",2
2020-03-29,"New Hampshire","support",2
2020-03-29,"New Hampshire","lack",-2
2020-04-02,"New Hampshire","preventing",-1
2020-04-02,"New Hampshire","matter",1
2020-04-02,"New Hampshire","stupid",-2
2020-04-15,"New Hampshire","cares",2
2020-04-15,"New Hampshire","care",2
2020-04-15,"New Hampshire","unemployment",-2
2020-04-15,"New Hampshire","trust",1
2020-05-30,"New Hampshire","recession",-2
2020-05-30,"New Hampshire","violence",-3
2020-05-30,"New Hampshire","sucks",-3
2020-05-30,"New Hampshire","stop",-1
2020-06-27,"New Hampshire","stop",-1
2020-06-27,"New Hampshire","racist",-3
2020-06-27,"New Hampshire","conspiracy",-3
2020-06-27,"New Hampshire","killing",-3
2020-06-27,"New Hampshire","supporters",1
2020-07-12,"New Hampshire","postponed",-1
2020-09-30,"New Hampshire","refuse",-2
2020-02-03,"New Jersey","scary",-2
2020-03-05,"New Jersey","fuck",-4
2020-03-05,"New Jersey","shitty",-3
2020-03-10,"New Jersey","hurt",-2
2020-03-10,"New Jersey","die",-3
2020-03-10,"New Jersey","dead",-3
2020-03-10,"New Jersey","safe",1
2020-03-23,"New Jersey","feeling",1
2020-04-01,"New Jersey","risk",-2
2020-04-01,"New Jersey","crime",-3
2020-04-01,"New Jersey","imposed",-1
2020-04-01,"New Jersey","death",-2
2020-04-01,"New Jersey","freedom",2
2020-04-01,"New Jersey","illness",-2
2020-04-01,"New Jersey","affected",-1
2020-04-01,"New Jersey","rejected",-1
2020-04-14,"New Jersey","amazed",2
2020-04-24,"New Jersey","weird",-2
2020-04-24,"New Jersey","ill",-2
2020-04-24,"New Jersey","hard",-1
2020-04-24,"New Jersey","hate",-3
2020-04-24,"New Jersey","confuse",-2
2020-04-24,"New Jersey","fun",4
2020-04-24,"New Jersey","dread",-2
2020-04-24,"New Jersey","risk",-2
2020-05-10,"New Jersey","amazing",4
2020-05-15,"New Jersey","won",3
2020-05-19,"New Jersey","healthy",2
2020-05-19,"New Jersey","hurts",-2
2020-05-31,"New Jersey","united",1
2020-05-31,"New Jersey","treason",-3
2020-05-31,"New Jersey","murder",-2
2020-05-31,"New Jersey","perjury",-3
2020-05-31,"New Jersey","rape",-4
2020-05-31,"New Jersey","fraud",-4
2020-05-31,"New Jersey","charged",-3
2020-05-31,"New Jersey","died",-3
2020-05-31,"New Jersey","sentenced",-2
2020-05-31,"New Jersey","prison",-2
2020-06-17,"New Jersey","reach",1
2020-06-17,"New Jersey","protect",1
2020-06-19,"New Jersey","poverty",-1
2020-06-19,"New Jersey","refuse",-2
2020-06-26,"New Jersey","screwed",-2
2020-06-26,"New Jersey","hope",2
2020-07-08,"New Jersey","stop",-1
2020-08-10,"New Jersey","care",2
2020-08-15,"New Jersey","poor",-2
2020-08-15,"New Jersey","sick",-2
2020-08-15,"New Jersey","die",-3
2020-08-15,"New Jersey","undermines",-2
2020-08-15,"New Jersey","importance",2
2020-08-19,"New Jersey","combat",-1
2020-08-31,"New Jersey","mess",-2
2020-08-31,"New Jersey","wrong",-2
2020-09-05,"New Jersey","chaos",-2
2020-09-05,"New Jersey","riots",-2
2020-09-05,"New Jersey","worst",-3
2020-09-09,"New Jersey","lost",-3
2020-09-09,"New Jersey","recession",-2
2020-09-20,"New Jersey","dead",-3
2020-09-20,"New Jersey","haha",3
2020-09-25,"New Jersey","justice",2
2020-09-25,"New Jersey","died",-3
2020-10-01,"New Jersey","hope",2
2020-10-01,"New Jersey","limits",-1
2020-10-01,"New Jersey","pathetic",-2
2020-10-06,"New Jersey","save",2
2020-10-06,"New Jersey","love",3
2020-10-06,"New Jersey","care",2
2020-10-08,"New Jersey","chance",2
2020-10-13,"New Jersey","love",3
2020-10-13,"New Jersey","relaxed",2
2020-10-17,"New Jersey","worst",-3
2020-10-17,"New Jersey","care",2
2020-10-17,"New Jersey","risk",-2
2020-02-18,"New Mexico","fire",-2
2020-02-18,"New Mexico","trauma",-3
2020-02-18,"New Mexico","dick",-4
2020-02-18,"New Mexico","cruel",-3
2020-05-27,"New Mexico","infected",-2
2020-05-27,"New Mexico","chance",2
2020-05-27,"New Mexico","die",-3
2020-05-27,"New Mexico","save",2
2020-05-27,"New Mexico","died",-3
2020-05-27,"New Mexico","hard",-1
2020-05-27,"New Mexico","care",2
2020-07-04,"New Mexico","easy",1
2020-07-04,"New Mexico","favor",2
2020-07-04,"New Mexico","curious",1
2020-07-04,"New Mexico","fuck",-4
2020-07-04,"New Mexico","lost",-3
2020-07-04,"New Mexico","crisis",-3
2020-07-04,"New Mexico","warning",-3
2020-07-04,"New Mexico","risk",-2
2020-07-04,"New Mexico","ill",-2
2020-07-04,"New Mexico","favor",2
2020-07-04,"New Mexico","crisis",-3
2020-07-04,"New Mexico","warning",-3
2020-07-04,"New Mexico","risk",-2
2020-09-30,"New Mexico","bad",-3
2020-09-30,"New Mexico","worst",-3
2020-09-30,"New Mexico","powerful",2
2020-09-30,"New Mexico","idiot",-3
2020-09-30,"New Mexico","lost",-3
2020-09-30,"New Mexico","absorbed",1
2020-09-30,"New Mexico","yeah",1
2020-09-30,"New Mexico","disappear",-1
2020-09-30,"New Mexico","irrational",-1
2020-09-30,"New Mexico","agree",1
2020-09-30,"New Mexico","freedom",2
2020-09-30,"New Mexico","impose",-1
2020-09-30,"New Mexico","crisis",-3
2020-09-30,"New Mexico","bad",-3
2020-09-30,"New Mexico","care",2
2020-09-30,"New Mexico","surviving",2
2020-10-03,"New Mexico","won",3
2020-10-03,"New Mexico","favorite",2
2020-10-03,"New Mexico","winner",4
2020-10-03,"New Mexico","miss",-2
2020-10-03,"New Mexico","careless",-2
2020-10-03,"New Mexico","idiotic",-3
2020-02-02,"New York","hope",2
2020-02-02,"New York","horrible",-3
2020-02-02,"New York","optimistic",2
2020-02-13,"New York","easy",1
2020-02-13,"New York","protected",1
2020-02-13,"New York","flu",-2
2020-02-13,"New York","prevent",-1
2020-02-13,"New York","flu",-2
2020-02-13,"New York","flu",-2
2020-02-14,"New York","support",2
2020-02-18,"New York","bankrupt",-3
2020-02-21,"New York","scary",-2
2020-02-21,"New York","broke",-1
2020-02-21,"New York","stupid",-2
2020-02-21,"New York","wealth",3
2020-02-21,"New York","stop",-1
2020-02-22,"New York","unemployment",-2
2020-02-22,"New York","lowest",-1
2020-02-23,"New York","incompetent",-2
2020-02-23,"New York","reached",1
2020-02-23,"New York","moron",-3
2020-02-23,"New York","forced",-1
2020-02-25,"New York","warns",-2
2020-02-25,"New York","inspired",2
2020-02-25,"New York","chaos",-2
2020-02-25,"New York","leave",-1
2020-02-25,"New York","worry",-3
2020-02-25,"New York","refuse",-2
2020-02-25,"New York","safe",1
2020-02-25,"New York","easy",1
2020-02-25,"New York","solution",1
2020-02-25,"New York","crisis",-3
2020-02-25,"New York","threatening",-2
2020-02-25,"New York","progress",2
2020-02-25,"New York","poverty",-1
2020-02-25,"New York","ensure",1
2020-02-25,"New York","grand",3
2020-02-25,"New York","affected",-1
2020-02-25,"New York","happy",3
2020-02-25,"New York","healthy",2
2020-02-25,"New York","ensure",1
2020-02-25,"New York","pay",-1
2020-02-25,"New York","fucking",-4
2020-02-25,"New York","recession",-2
2020-02-25,"New York","envy",-1
2020-02-25,"New York","poverty",-1
2020-02-25,"New York","pretty",1
2020-02-26,"New York","lunatic",-3
2020-02-26,"New York","dead",-3
2020-02-27,"New York","vigilant",3
2020-02-27,"New York","optimism",2
2020-02-27,"New York","vigilant",3
2020-02-27,"New York","optimism",2
2020-02-28,"New York","insanity",-2
2020-02-28,"New York","supporters",1
2020-02-28,"New York","insanity",-2
2020-02-28,"New York","supporters",1
2020-03-03,"New York","supporting",1
2020-03-03,"New York","positive",2
2020-03-03,"New York","pretend",-1
2020-03-03,"New York","fine",2
2020-03-04,"New York","won",3
2020-03-04,"New York","hoax",-2
2020-03-04,"New York","flu",-2
2020-03-04,"New York","worse",-3
2020-03-06,"New York","dire",-3
2020-03-06,"New York","pay",-1
2020-03-06,"New York","risk",-2
2020-03-06,"New York","smart",1
2020-03-06,"New York","safe",1
2020-03-06,"New York","dire",-3
2020-03-06,"New York","pay",-1
2020-03-10,"New York","thoughtful",2
2020-03-10,"New York","stop",-1
2020-03-10,"New York","insane",-2
2020-03-10,"New York","dead",-3
2020-03-10,"New York","applause",2
2020-03-10,"New York","pathetic",-2
2020-03-12,"New York","panic",-3
2020-03-12,"New York","attack",-1
2020-03-12,"New York","lost",-3
2020-03-12,"New York","suffering",-2
2020-03-12,"New York","arrest",-2
2020-03-12,"New York","demand",-1
2020-03-12,"New York","agree",1
2020-03-12,"New York","costly",-2
2020-03-12,"New York","uncomfortable",-2
2020-03-14,"New York","feeling",1
2020-03-16,"New York","tops",2
2020-03-16,"New York","death",-2
2020-03-16,"New York","lost",-3
2020-03-16,"New York","pain",-2
2020-03-17,"New York","united",1
2020-03-17,"New York","badly",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","united",1
2020-03-17,"New York","badly",-3
2020-03-17,"New York","failed",-2
2020-03-17,"New York","die",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","failed",-2
2020-03-17,"New York","die",-3
2020-03-17,"New York","united",1
2020-03-17,"New York","united",1
2020-03-17,"New York","badly",-3
2020-03-17,"New York","united",1
2020-03-17,"New York","badly",-3
2020-03-17,"New York","winning",4
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","risk",-2
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","winning",4
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","united",1
2020-03-17,"New York","badly",-3
2020-03-17,"New York","benefits",2
2020-03-17,"New York","dead",-3
2020-03-17,"New York","united",1
2020-03-17,"New York","badly",-3
2020-03-17,"New York","pay",-1
2020-03-17,"New York","dead",-3
2020-03-17,"New York","violated",-2
2020-03-17,"New York","lied",-2
2020-03-17,"New York","worst",-3
2020-03-17,"New York","losing",-3
2020-03-17,"New York","dead",-3
